airline_sentiment;airline;text
neutral;Delta;@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw
negative;United;@united when is my plane coming?  Been delayed for almost 7 hours. No plane.
negative;US Airways;@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....
negative;Delta;@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue
neutral;United;@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site
negative;US Airways;@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems
negative;Southwest;@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.
negative;Southwest;@SouthwestAir can i have my bags back   ding!!
negative;Southwest;@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!
negative;Southwest;@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?
neutral;Southwest;@SouthwestAir I am following you now. I don't think I can DM until you follow me.
neutral;Southwest;@SouthwestAir or you could send me a DM.
negative;United;"@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!"
negative;Southwest;@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment
positive;United;@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.
negative;United;@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?
negative;Virgin America;@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤
negative;US Airways;@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???
negative;United;@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.
neutral;Southwest;@SouthwestAir followed.
neutral;Delta;@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!
neutral;Southwest;@SouthwestAir Already rebooked for tomorrow. Fingers crossed!
neutral;Delta;@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?
positive;Delta;@JetBlue Thank you!
negative;Southwest;@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund
neutral;United;"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl"
positive;Southwest;@SouthwestAir yes. Thank you. Oct 25-oct 31
negative;Southwest;@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!
negative;Southwest;@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!
negative;Southwest;@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight
positive;US Airways;@USAirways — I had exceptional service on flight #403 from IND to PHX!!
negative;US Airways;@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you
negative;Southwest;@SouthwestAir please send me a number to call to talk to a person and not be put on hold
negative;Southwest;@SouthwestAir no had to rebook my flight myself and am about to board in bham.
negative;Southwest;@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.
negative;Southwest;@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?
negative;United;@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!
negative;Southwest;@SouthwestAir can someone help me set up a callback today?
negative;Southwest;"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part."
negative;United;@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.
neutral;US Airways;@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks
negative;Delta;"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare."
negative;Southwest;"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
negative;Southwest;"@SouthwestAir not terribly inspired to call ""customer service"" in the future now."
negative;US Airways;@USAirways No I missed the funeral so I had to take a train back to Newark
positive;Southwest;@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!
negative;Southwest;@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.
positive;Virgin America;@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings
negative;US Airways;@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.
negative;US Airways;.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?
negative;Southwest;@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.
positive;US Airways;@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)
neutral;Southwest;@SouthwestAir Happily! But you need to follow me in order for me to DM you
negative;United;@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.
negative;Southwest;"@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN"
negative;Southwest;@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.
positive;United;@united stay warm - I will be passing through Chicago next week
neutral;Delta;@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3
negative;US Airways;@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!
positive;Southwest;@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763
neutral;Delta;@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?
neutral;Southwest;@SouthwestAir I absolutely will. Where can I send it?
neutral;US Airways;@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough
neutral;Virgin America;@VirginAmerica Can you give me Silver Status for 12 months?
negative;US Airways;@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?
negative;Delta;@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers
positive;US Airways;@USAirways customer service at its finest
positive;Delta;@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!
negative;US Airways;@USAirways then why did my whole team be able to put there carry ons under the plane
negative;Southwest;@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable
neutral;United;@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?
positive;United;@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time
negative;Southwest;@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.
